epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
341,910.784,0.98169,0.85032,0.96439,0.27426,0.12294,0.11347,0.0674,1.67771,4.29959,1.33884,1.4706e-05,1.4706e-05,1.4706e-05
342,913.43,1.00988,0.85082,0.97411,0.26252,0.12235,0.11343,0.06741,1.67493,4.30161,1.33821,1.46169e-05,1.46169e-05,1.46169e-05
343,915.838,0.98478,0.84553,0.96772,0.26019,0.12054,0.11311,0.0678,1.67626,4.30214,1.33861,1.45278e-05,1.45278e-05,1.45278e-05
344,918.235,1.01723,0.91122,0.99947,0.28516,0.12439,0.11346,0.06792,1.6744,4.28803,1.33599,1.44387e-05,1.44387e-05,1.44387e-05
345,920.677,1.03837,0.8851,0.97259,0.27497,0.12381,0.11341,0.06739,1.67723,4.28841,1.33809,1.43496e-05,1.43496e-05,1.43496e-05
346,923.425,1.0143,0.8581,0.99151,0.27363,0.12495,0.11342,0.06764,1.67959,4.28996,1.33914,1.42605e-05,1.42605e-05,1.42605e-05
347,926.286,1.03774,0.87673,0.97861,0.27523,0.12618,0.11245,0.06617,1.68056,4.30028,1.34005,1.41714e-05,1.41714e-05,1.41714e-05
348,928.68,0.99306,0.85014,0.97077,0.27533,0.11837,0.11305,0.06718,1.68035,4.30174,1.34239,1.40823e-05,1.40823e-05,1.40823e-05
349,931.078,0.99571,0.87006,0.99698,0.27464,0.11495,0.11363,0.06733,1.67849,4.2973,1.34089,1.39932e-05,1.39932e-05,1.39932e-05
350,933.426,0.98743,0.88141,1.01801,0.2638,0.12077,0.11345,0.06726,1.67202,4.28169,1.33865,1.39041e-05,1.39041e-05,1.39041e-05
351,935.921,1.02575,0.90717,1.01186,0.26163,0.1161,0.11431,0.06787,1.66623,4.26503,1.33293,1.3815e-05,1.3815e-05,1.3815e-05
352,939.026,1.00374,0.85141,0.99148,0.26299,0.11574,0.11405,0.06757,1.66717,4.26275,1.33271,1.37259e-05,1.37259e-05,1.37259e-05
353,941.544,0.97433,0.79387,0.96749,0.26572,0.11807,0.11505,0.06797,1.66657,4.2794,1.3343,1.36368e-05,1.36368e-05,1.36368e-05
354,943.975,0.98691,0.86423,0.97227,0.27711,0.11928,0.11445,0.06799,1.66615,4.28498,1.33544,1.35477e-05,1.35477e-05,1.35477e-05
355,946.369,1.01991,0.84635,0.99114,0.2642,0.11625,0.11459,0.06832,1.66417,4.28238,1.3345,1.34586e-05,1.34586e-05,1.34586e-05
356,948.796,1.02331,0.85969,0.96979,0.27633,0.11743,0.11367,0.06725,1.66578,4.29096,1.33425,1.33695e-05,1.33695e-05,1.33695e-05
357,951.594,1.01253,0.8546,0.97608,0.27544,0.11837,0.11327,0.0669,1.66786,4.29255,1.33352,1.32804e-05,1.32804e-05,1.32804e-05
358,954.353,0.99953,0.83039,0.98763,0.27562,0.12015,0.11328,0.06693,1.66526,4.29034,1.33115,1.31913e-05,1.31913e-05,1.31913e-05
359,956.769,0.971,0.83737,0.97343,0.27569,0.11631,0.11323,0.06696,1.66592,4.29955,1.33205,1.31022e-05,1.31022e-05,1.31022e-05
360,959.187,0.99908,0.87637,0.97224,0.27597,0.11794,0.11206,0.06624,1.66512,4.30326,1.33274,1.30131e-05,1.30131e-05,1.30131e-05
361,961.584,0.97671,0.80247,0.96713,0.28836,0.1206,0.11327,0.06685,1.6646,4.30727,1.33228,1.2924e-05,1.2924e-05,1.2924e-05
362,964.106,1.00809,0.94442,0.99145,0.25406,0.12116,0.11205,0.06626,1.66373,4.30791,1.33207,1.28349e-05,1.28349e-05,1.28349e-05
363,967.242,0.99103,0.87769,0.96585,0.26701,0.12363,0.11439,0.06712,1.66307,4.31034,1.33249,1.27458e-05,1.27458e-05,1.27458e-05
364,969.758,0.98174,0.85498,0.97941,0.25415,0.12106,0.11528,0.06731,1.66384,4.31238,1.33237,1.26567e-05,1.26567e-05,1.26567e-05
365,972.179,0.9811,0.81877,0.969,0.2545,0.12149,0.11501,0.06703,1.66299,4.30925,1.33215,1.25676e-05,1.25676e-05,1.25676e-05
366,974.523,0.98157,0.80931,0.96656,0.26347,0.12,0.11519,0.06721,1.66523,4.31421,1.33264,1.24785e-05,1.24785e-05,1.24785e-05
367,976.927,0.98331,0.84588,0.9735,0.25071,0.12081,0.11565,0.06746,1.66627,4.3174,1.33373,1.23894e-05,1.23894e-05,1.23894e-05
368,979.704,1.00223,0.82241,0.97094,0.2469,0.12104,0.11501,0.06724,1.67015,4.31729,1.33587,1.23003e-05,1.23003e-05,1.23003e-05
369,982.446,0.96267,0.83793,0.97079,0.26079,0.11949,0.11597,0.06787,1.67266,4.31776,1.33744,1.22112e-05,1.22112e-05,1.22112e-05
370,984.874,1.04253,0.87074,0.97255,0.25898,0.12007,0.11604,0.06758,1.67835,4.31916,1.33999,1.21221e-05,1.21221e-05,1.21221e-05
